ROW_ID,ZIPCODE,LONGITUDE,LATITUDE,UNITS,LONGITUDE_RAD,LATITUDE_RAD,CENTER_SALES
4447,69251,8.7497,49.3664,457,0.15271107356174787,0.8616062198565286,88140.0
1658,79294,7.8167,47.9333,108,0.13642715164064076,0.836593906346198,87838.0
2616,72793,9.227,48.4734,7812,0.16104153008151678,0.8460204296362193,87580.0
6063,72762,9.1939,48.4845,10745,0.16046382609910664,0.8462141611831907,87580.0
582,24106,10.1205,54.3506,6924,0.17663604694808613,0.9485969204344301,87131.0
5380,24147,10.1333,54.3333,800,0.1768594490923414,0.948294978473835,86541.0
3874,24145,10.1333,54.3333,3911,0.1768594490923414,0.948294978473835,86541.0
7978,24149,10.1333,54.3333,2683,0.1768594490923414,0.948294978473835,86541.0
933,24111,10.1333,54.3333,1930,0.1768594490923414,0.948294978473835,86541.0
4407,24146,10.1333,54.3333,1528,0.1768594490923414,0.948294978473835,86541.0
4370,24105,10.1348,54.3347,10076,0.17688562903112132,0.948319413083363,86541.0
6175,24114,10.1302,54.3157,3828,0.17680534388552957,0.947987800525484,85820.0
736,24103,10.1327,54.3205,4644,0.17684897711682943,0.9480715763295798,85820.0
5811,24118,10.1176,54.3334,7454,0.17658543239977828,0.948296723803087,84998.0
4005,24116,10.1212,54.3253,4590,0.17664826425285007,0.9481553521336755,84605.0
498,79227,7.7508,47.9597,1647,0.1352769796635765,0.8370546732687244,84245.0
436,24119,10.0994,54.3433,2411,0.17626778247591532,0.9484695113990345,83824.0
884,69190,8.6441,49.3008,5627,0.15086800587164184,0.8604612838672204,83047.0
5797,79211,7.8892,48.0688,2370,0.13769251534833665,0.8389588274826504,82817.0
2319,24148,10.1703,54.3187,2315,0.1775052209155793,0.9480401604030438,81821.0
3718,72813,9.3167,48.4833,928,0.1626070904205557,0.8461932172321668,80425.0
645,45772,7.1343,51.6744,7093,0.12451702482503145,0.9018884189925578,79534.0
1519,24143,10.1448,54.3061,3966,0.17706016195632074,0.9478202489172927,78666.0
425,72663,9.3,48.6,1009,0.16231562043547265,0.8482300164692442,77888.0
7635,79286,7.9333,48.05,635,0.13846220554846614,0.8386307055832753,77751.0
4667,24109,10.0333,54.3167,6282,0.17511411984034708,0.9480052538180039,77572.0
5735,24161,10.1278,54.3734,2969,0.17676345598348173,0.9489948555038847,77487.0
6469,73113,9.75,48.7333,762,0.17016960206944712,0.8505565403621526,76758.0
4350,63538,8.9909,50.0765,2210,0.15692080771755818,0.8739998028749405,76719.0
6420,68799,8.5649,49.2923,2101,0.14948570510406234,0.8603129308808009,76333.0
632,68809,8.5183,49.2981,2371,0.14867238167263297,0.8604141599774165,75739.0
2891,72661,9.3,48.5667,984,0.16231562043547265,0.84764882182833,75509.0
6106,63801,9.0619,50.0027,3676,0.15815999148647414,0.8727117498869685,75310.0
1052,79289,7.8667,47.9333,471,0.13729981626663793,0.836593906346198,75145.0
3685,74199,9.2739,49.0914,3348,0.1618600895007021,0.8568065644135443,74934.0
1431,73666,9.45,48.7333,1128,0.16493361431346412,0.8505565403621526,74709.0
4079,24113,10.0667,54.2667,5252,0.1756970598105132,0.9471325891920068,74309.0
2266,63505,9.038,50.1737,5047,0.15774285779524752,0.8756962629078788,74110.0
4696,79276,7.8167,48.0833,599,0.13642715164064076,0.8392119002241895,73953.0
4101,79541,7.6922,47.6335,5448,0.13425421672190782,0.8313614092487189,73852.0
997,73262,9.4534,48.708,1741,0.16499295550803195,0.850114972061398,73769.0
7580,69245,8.7794,49.3561,1451,0.1532294363495902,0.8614264509435733,73641.0
6048,24226,10.2,54.3667,2825,0.1780235837034216,0.9488779184440012,72561.0
6225,73265,9.45,48.6167,1053,0.16493361431346412,0.8485214864543272,72446.0
7964,74246,9.3211,49.1803,1166,0.16268388490764343,0.8583581621185673,72294.0
3572,59199,7.7694,51.598,4981,0.13560161090444744,0.9005549874440342,71840.0
92,74251,9.3272,49.1311,419,0.1627903499920151,0.8574994601265861,71594.0
3014,73116,9.6833,48.7667,877,0.1690054674583669,0.8511394803323187,71365.0
6238,73663,9.4667,48.8667,2997,0.16522508429854718,0.8528848095843131,71291.0
5508,63864,9.15,50.0,1011,0.15969762655748115,0.8726646259971648,70994.0
3583,63743,9.1647,49.9648,8452,0.1599541899575243,0.8720502701004628,70862.0
13,72655,9.2667,48.5833,198,0.16173442579455855,0.8479385464841611,70808.0
4053,24248,10.1887,54.3492,593,0.17782636149794626,0.9485724858249022,70677.0
6609,72660,9.3962,48.5676,620,0.1639946271758912,0.847664529791598,70653.0
3052,33104,8.73,51.7571,9366,0.15236724369910498,0.9033318062839572,70587.0
3523,63739,9.1478,49.9757,10251,0.15965922931393728,0.8722405109889302,70563.0
2485,35398,8.65,50.5833,5628,0.15097098029750952,0.8828451315240478,70246.0
4847,35392,8.6538,50.5669,3939,0.15103730280908528,0.8825588975267206,70126.0
4346,68804,8.4992,49.3017,1907,0.14833902378550207,0.8604769918304883,70112.0
5089,63543,8.9833,50.2,989,0.1567881626944066,0.8761552845011534,70089.0
6943,79594,7.7,47.5833,523,0.13439035240356337,0.8304852539642178,70077.0
3940,73269,9.4615,48.695,1580,0.16513432717744347,0.8498880792586387,70011.0
7252,33106,8.6885,51.7327,6858,0.1516429320595273,0.9029059459464706,69954.0
7730,59063,7.8407,51.6747,4313,0.1368460306611194,0.9018936549803138,69491.0
7754,59077,7.7343,51.6425,6200,0.13498900033699743,0.9013316589611716,69419.0
3745,63773,9.1777,49.996,3937,0.1601810827602836,0.8725948128270851,69339.0
3450,24107,9.9833,54.3333,2573,0.1742414552143499,0.948294978473835,69120.0
1076,24214,10.0167,54.3667,1991,0.174824395184516,0.9488779184440012,68730.0
2023,69151,8.7856,49.3936,2555,0.15333764676321382,0.8620809494130711,67980.0
5593,35440,8.6497,50.5374,4942,0.1509657443097535,0.8820440253973822,67896.0
3617,35452,8.6416,50.5867,2005,0.15082437264034199,0.8829044727186155,67863.0
365,73274,9.4575,48.6703,905,0.16506451400736372,0.8494569829333961,67555.0
3435,73114,9.7,48.65,984,0.16929693744344995,0.8491026810952413,67540.0
497,73092,9.65,48.6667,1311,0.1684242728174528,0.8493941510803243,67474.0
4353,24159,10.1505,54.3973,2675,0.1771596457236844,0.9494119891951115,67239.0
3316,24247,10.0167,54.2833,357,0.174824395184516,0.9474223138478378,67139.0
1912,73054,9.7009,48.6944,9307,0.16931264540671792,0.8498776072831269,66843.0
7170,63814,9.09,49.9817,2893,0.15865042900628457,0.8723452307440498,66670.0
3998,73278,9.5167,48.6667,1606,0.16609774892454438,0.8493941510803243,66559.0
5025,73095,9.5667,48.6833,1881,0.16697041355054154,0.8496838757361554,66514.0
1299,63867,9.1333,50.0333,798,0.1594061565723981,0.8732458206380789,66312.0
4087,33100,8.7706,51.7273,10185,0.15307584737541466,0.9028116981668628,66197.0
5186,33397,8.4278,51.8149,8493,0.1470928586995781,0.9043406065916099,66042.0
4713,73098,9.6426,48.7258,1956,0.16829511845280523,0.850425640668253,65826.0
2773,72664,9.3333,48.5667,1067,0.16289681507638676,0.84764882182833,65814.0
295,73099,9.6,48.7667,539,0.16755160819145562,0.8511394803323187,65752.0
4067,72805,9.2528,48.4396,2246,0.16149182502853132,0.8454305083490452,65612.0
3978,73107,9.6667,48.65,403,0.16871574280253587,0.8491026810952413,65587.0
7509,35390,8.6742,50.5849,9441,0.15139334997649215,0.8828730567920796,65366.0
3457,33175,8.8047,51.7743,6262,0.15367100465034475,0.9036320029153001,65326.0
6634,63808,9.204,49.9646,2889,0.1606401043535581,0.8720467794419587,65118.0
3103,63741,9.1314,49.9751,7740,0.1593729953166102,0.8722300390134181,64865.0
7086,63843,9.1369,49.9122,1472,0.15946898842546992,0.8711322269139137,64757.0
1358,24222,10.2167,54.2944,777,0.17831505368850467,0.9476160453948094,64392.0
6182,69168,8.6964,49.2946,7122,0.1517808130704349,0.8603530734535968,64369.0
1531,33098,8.7554,51.7136,12521,0.15281055732911153,0.9025725880593396,64062.0
73,33102,8.7417,51.7171,15957,0.1525714472215883,0.9026336745831595,64062.0
5182,42897,7.2556,51.1833,5639,0.12663410920770057,0.8933171070360137,63723.0
6636,33178,8.7228,51.6677,2913,0.15224157999296137,0.9017714819326743,63692.0
1345,73108,9.65,48.6333,260,0.1684242728174528,0.8488112111101582,63479.0
810,79639,7.6833,47.55,5291,0.13409888241848034,0.8299040593233037,63472.0
2395,63834,9.1512,49.9107,2098,0.15971857050850508,0.8711060469751338,63070.0
7360,35394,8.7135,50.5746,7312,0.1520792643725259,0.8826932878791242,62979.0
6153,72144,9.0532,48.449,1523,0.15800814784155065,0.8455945692987327,62934.0
8176,73066,9.594,48.7069,6721,0.16744688843633596,0.8500957734396261,62331.0
5929,73037,9.6647,48.6959,6606,0.16868083621749597,0.8499037872219067,62330.0
3225,73035,9.6667,48.7,6528,0.16871574280253587,0.8499753457212386,62330.0
2303,73117,9.6,48.7167,813,0.16755160819145562,0.8502668157063216,62266.0
2976,79540,7.6667,47.6167,5978,0.13380915776264926,0.8310681939343839,62244.0
4297,79539,7.6589,47.6181,11515,0.13367302208099371,0.8310926285439119,62244.0
3868,63811,9.0642,49.9769,2623,0.15820013405927,0.8722614549399541,62198.0
6322,74177,9.2145,49.2344,7586,0.16082336392501748,0.8593023852438962,62150.0
3522,73033,9.6514,48.7075,10023,0.16844870742698073,0.8501062454151381,61450.0
6716,74206,9.1613,49.2293,1480,0.15989484876295654,0.8592133734520445,61418.0
3197,24223,10.2212,54.286,1251,0.1783935935048444,0.9474694377376418,61390.0
3991,73669,9.4833,48.75,784,0.16551480895437826,0.8508480103472357,61273.0
4144,73105,9.6333,48.6333,643,0.16813280283236975,0.8488112111101582,61016.0
4540,68789,8.6167,49.2664,5660,0.1503897856565954,0.8598608906045343,60697.0
7120,76456,8.2592,48.8278,2400,0.14415023358071566,0.8522058765052873,60324.0
5291,35444,8.6017,50.6182,1530,0.15012798626879623,0.8834542514329937,60259.0
6781,35625,8.5758,50.521,2392,0.1496759459925297,0.8817577914000553,60243.0
3165,63762,9.0859,49.9303,5644,0.1585788705069528,0.8714481315085247,59936.0
7107,59073,7.8,51.6833,5492,0.1361356816555577,0.9020437532959854,59934.0
4416,59065,7.8134,51.6802,5145,0.13636955577532495,0.9019896480891735,59934.0
2410,72072,9.0581,48.5166,7397,0.15809366897489835,0.8467744118730808,59589.0
3799,63755,9.0497,50.0881,3810,0.15794706131773084,0.8742022610681718,59471.0
2473,73087,9.6084,48.6447,1871,0.16769821584862316,0.8490101786448856,59214.0
5331,69257,8.8036,49.3614,558,0.15365180602857278,0.861518953393929,59134.0
8181,79576,7.6073,47.5992,24629,0.13277243218696463,0.8307627613152849,59096.0
3929,73102,9.6667,48.75,759,0.16871574280253587,0.8508480103472357,58804.0
5558,73110,9.5667,48.6667,363,0.16697041355054154,0.8493941510803243,58707.0
2606,79199,7.95,47.9667,3263,0.1387536755335492,0.8371768463163641,58695.0
2089,79599,7.65,47.65,143,0.13351768777756623,0.831649388575298,58473.0
33,79595,7.65,47.65,581,0.13351768777756623,0.831649388575298,58473.0
1149,51399,7.122999999999999,51.0846,4631,0.12431980261955608,0.8915944670642953,58370.0
822,59071,7.8704,51.691,8222,0.1373643934489617,0.9021781436483889,58310.0
7689,79592,7.6,47.65,157,0.13264502315156904,0.831649388575298,57987.0
6684,88287,9.65,47.75,515,0.1684242728174528,0.8333947178272924,57980.0
5365,32584,8.7,52.1833,7734,0.15184364492350666,0.9107703995559571,57787.0
2080,79597,7.6333,47.65,26,0.13322621779248317,0.831649388575298,57597.0
7654,79589,7.632000000000001,47.63399999999999,1789,0.13320352851220724,0.8313701358949788,57597.0
378,69231,8.6985,49.2722,2779,0.15181746498472673,0.85996211970115,57528.0
790,35633,8.5667,50.5833,2196,0.14951712103059825,0.8828451315240478,57019.0
6532,73104,9.6333,48.75,344,0.16813280283236975,0.8508480103472357,56678.0
177,63533,9.0,50.0167,3269,0.15707963267948966,0.8729560959822479,56348.0
149,73119,9.5667,48.65,423,0.16697041355054154,0.8491026810952413,56063.0
3300,33378,8.3167,51.8333,16826,0.14515379790061242,0.9046617471739768,56026.0
3952,73061,9.5062,48.7134,5472,0.16591448935308495,0.8502092198410057,56004.0
7848,76476,8.2833,48.8333,1270,0.1445708579304463,0.852301869614147,55988.0
4962,73084,9.7333,48.6833,4007,0.1698781320843641,0.8496838757361554,55873.0
2651,42929,7.2051,51.1392,4991,0.12575271793544343,0.8925474168358842,55835.0
7234,79588,7.5667,47.65,2098,0.13206382851065493,0.831649388575298,55715.0
383,59368,7.6456,51.6658,4775,0.13344089329047845,0.9017383206768863,55698.0
2946,73271,9.5167,48.6333,460,0.16609774892454438,0.8488112111101582,55679.0
2011,79591,7.6,47.6333,918,0.13264502315156904,0.8313579185902149,55325.0
3806,88213,9.5575,47.7715,8598,0.16680984325935802,0.8337699636164712,55226.0
5106,73079,9.7518,48.6779,4069,0.17020101799598303,0.8495896279565478,55207.0
1777,59067,7.7799,51.6742,7063,0.13578487047590684,0.9018849283340539,55182.0
3582,35396,8.7044,50.6165,7990,0.1519204394105944,0.8834245808357098,55151.0
4719,88255,9.65,47.8167,4943,0.1684242728174528,0.8345588524383726,54802.0
6571,68794,8.4717,49.2739,3036,0.14785905824120363,0.8599917902984339,54706.0
4730,88212,9.6183,47.7815,9989,0.1678710034445706,0.8339444965416706,54553.0
5680,88214,9.6118,47.7814,10060,0.16775755704319098,0.8339427512124186,54553.0
2441,73275,9.5167,48.65,536,0.16609774892454438,0.8491026810952413,54502.0
740,63768,9.2218,50.0079,6575,0.16095077296041307,0.8728025070080723,54392.0
7481,88276,9.6,47.8167,1556,0.16755160819145562,0.8345588524383726,53918.0
5253,83022,12.1232,47.855,7989,0.21158975587777656,0.8352273135418864,53911.0
3872,72581,9.35,48.5333,3291,0.16318828506146982,0.8470658818581639,53878.0
4290,83024,12.110999999999999,47.8748,5616,0.21137682570903324,0.8355728887337813,53766.0
3434,63877,9.25,50.0167,906,0.16144295580947549,0.8729560959822479,53721.0
2478,35435,8.65,50.6167,2725,0.15097098029750952,0.8834280714942139,53608.0
5722,88281,9.6669,47.7718,1292,0.16871923346103984,0.8337751996042271,53500.0
3107,88250,9.6387,47.8104,11199,0.16822705061197743,0.8344488966954969,53197.0
6744,83026,12.1026,47.8391,9095,0.21123021805186573,0.8349498061908194,53109.0
2594,79252,7.9667,47.9833,1181,0.13904514551863226,0.8374665709721951,52933.0
2315,63791,9.05,50.0333,1655,0.15795229730548685,0.8732458206380789,52750.0
5085,73333,9.7818,48.658,880,0.17072461677158135,0.8492423074354009,52445.0
1255,63856,9.2686,49.9694,2245,0.1617675870503464,0.8721305552460545,52374.0
1508,72639,9.3667,48.55,2460,0.16347975504655285,0.8473573518432469,52106.0
4012,35415,8.7,50.5167,7828,0.15184364492350666,0.8816827422422194,52075.0
3284,59069,7.8608,51.645,2805,0.13719684184077027,0.9013752921924716,51664.0
6305,63796,9.0121,50.0625,3109,0.15729081751898097,0.8737554567796613,51344.0
1646,72070,9.0177,48.5241,7396,0.15738855595709264,0.8469053115669805,51161.0
38,79292,7.75,47.9333,797,0.13526301702956053,0.836593906346198,51005.0
5870,38442,10.7188,52.4204,9839,0.1870783518627682,0.9149085752124355,50990.0
7495,83064,12.1093,47.7895,3445,0.21134715511174934,0.8340841228818301,50946.0
4653,69234,8.7381,49.2842,2476,0.1525086153685165,0.8601715592113893,50784.0
3101,64832,8.9522,49.9608,4992,0.15624536529703636,0.871980456930383,50770.0
6484,32602,8.7806,52.1388,2011,0.1532503803006141,0.9099937280388195,50550.0
5964,71573,9.4667,48.9,943,0.16522508429854718,0.8534660042252271,50514.0
3463,59229,7.8968,51.7502,9527,0.1378251603714882,0.9032113785655695,50491.0
7088,35463,8.7833,50.55,1538,0.15329750419041796,0.8822639368831335,50354.0
2656,59075,7.7359,51.6866,6186,0.13501692560502934,0.9021013491613011,50201.0
4706,88094,9.4667,47.7167,1096,0.16522508429854718,0.8328135231863782,50142.0
2196,88074,9.5572,47.6908,3713,0.16680460727160207,0.8323614829101118,50022.0
4579,76709,8.6214,49.2206,1489,0.15047181613143912,0.8590615298071209,49770.0
3044,83071,12.1528,47.8595,4878,0.21210637333636687,0.835305853358226,49568.0
3809,82256,11.2464,48.1825,9573,0.19628670899629028,0.8409432668421678,49510.0
235,69250,8.8092,49.4356,857,0.15374954446668448,0.8628139876989088,49330.0
7377,79283,7.7833,47.9167,402,0.13584421167047464,0.8363041816903669,49272.0
221,79288,7.7333,48.05,446,0.13497154704447747,0.8386307055832753,48829.0
1018,38444,10.7531,52.4003,7319,0.18767699979620225,0.9145577640327847,48790.0
2619,38448,10.8224,52.4231,10983,0.18888651296783432,0.9149556991022393,48470.0
5437,83059,12.0649,47.8466,8194,0.21057222892386387,0.8350807058847189,48346.0
6121,32758,8.8658,51.9509,7200,0.15473740082331328,0.9067142543743221,48314.0
6979,35576,8.5247,50.5665,6047,0.1487840827447606,0.8825519162097126,47943.0
7761,21529,10.3333,53.4833,245,0.18035010759633005,0.9334596798318833,47720.0
7089,15732,13.5746,52.36600000000001,1549,0.23692146464122227,0.9139591160993508,47700.0
1522,21039,10.3167,53.4667,4368,0.180060382940499,0.9331699551760523,47687.0
3518,38440,10.7812,52.4239,7917,0.18816743731601265,0.9149696617362554,47682.0
2605,35457,8.7,50.65,2230,0.15184364492350666,0.8840092661351279,47413.0
3215,74193,9.0419,49.1419,3170,0.1578109256360753,0.8576879556858015,47333.0
4371,88045,9.4726,47.6544,11698,0.16532805872441486,0.8317261830623858,47160.0
4545,88046,9.4852,47.6578,8462,0.16554797021016615,0.8317855242569536,47160.0
3850,67376,8.345,49.2942,1137,0.14564772607892681,0.8603460921365887,47152.0
5166,73650,9.4791,48.803000000000004,1874,0.1654415051257945,0.8517730348507927,47050.0
2535,63546,8.9905,50.2247,1458,0.1569138264005502,0.8765863808263961,47036.0
6152,74254,9.1606,49.2458,1456,0.15988263145819256,0.8595013527786236,46679.0
5474,69254,8.6828,49.2472,1197,0.15154344829216365,0.8595257873881514,46535.0
6904,52382,6.4346,50.86600000000001,2555,0.11230495604882712,0.8877791773194358,46273.0
7024,74229,9.2533,49.2403,1378,0.1615005516747913,0.8594053596697638,46179.0
2901,73635,9.5296,48.8814,2475,0.16632289639805165,0.8531413729843562,46013.0
948,37075,9.9328,51.5509,7813,0.17336006394209277,0.8997329373663449,46010.0
7533,37077,9.9319,51.5604,3367,0.17334435597882483,0.8998987436452843,46010.0
1893,88097,9.5067,47.6205,1615,0.16592321599934493,0.8311345164459597,45477.0
6184,76532,8.25,48.75,7188,0.1439896632895322,0.8508480103472357,45472.0
2489,76530,8.25,48.75,9038,0.1439896632895322,0.8508480103472357,45472.0
62,76534,8.25,48.75,4486,0.1439896632895322,0.8508480103472357,45472.0
5084,79689,7.7833,47.65,876,0.13584421167047464,0.831649388575298,45414.0
5035,32278,8.6333,52.2,3223,0.15067951031242646,0.9110618695410401,45341.0
7187,71522,9.433,48.9432,13404,0.1646369083406251,0.8542199864620886,45312.0
5915,83109,12.0744,47.8856,1870,0.21073803520280335,0.8357613842929966,45310.0
4903,38446,10.8285,52.3808,7072,0.18899297805220597,0.9142174248286458,45118.0
3454,96050,10.9185,49.8883,3972,0.19056377437900088,0.8707150932226871,44963.0
3997,73550,9.8135,48.7325,1560,0.17127788614446351,0.8505425777281367,44954.0
630,88273,9.5833,47.8667,1896,0.1672601382063726,0.8354315170643698,44856.0
1363,96163,10.9167,49.9333,1447,0.190532358452465,0.8715004913860847,44810.0
7782,88289,9.7167,47.7667,1050,0.169588407428533,0.8336861878123755,44764.0
7464,37083,9.9535,51.513000000000005,5308,0.1737213470972556,0.8990714575798391,44668.0
1195,79585,7.7333,47.65,2272,0.13497154704447747,0.831649388575298,44542.0
1249,63857,9.2768,49.9819,1554,0.16191070404900995,0.8723487214025538,44522.0
1721,21526,10.3667,53.4833,28,0.18093304756649617,0.9334596798318833,44499.0
7799,12527,13.6339,52.3856,2608,0.2379564448876549,0.9143012006327415,44407.0
4227,83115,12.1398,47.773999999999994,1887,0.2118794805336076,0.8338135968477709,44301.0
2919,3053,14.3333,51.7667,5,0.25016327767610325,0.9034993578921486,44264.0
6314,3046,14.3197,51.756,5318,0.249925912897832,0.9033126076621852,44264.0
3232,3052,14.3333,51.7667,32,0.25016327767610325,0.9034993578921486,44264.0
2118,3099,14.25,51.75,1208,0.24870941840919197,0.9032078879070655,44264.0
6891,3042,14.3544,51.7612,809,0.25053154214827406,0.903403364783289,44264.0
7345,3051,14.3333,51.7667,1243,0.25016327767610325,0.9034993578921486,44264.0
